Grad,度,Der Grad eines Knotens ist die Anzahl der an ihm inzidenten Kanten.（节点的度是与该节点关联的边数。）
Gradzentralität,度中心性,Die Gradzentralität nutzt den Knotengrad als Maß für lokale Vernetzung.（度中心性用节点度衡量局部连接程度。）
gerichteter azyklischer Graph,有向无环图,Ein gerichteter azyklischer Graph enthält keine gerichteten Zyklen und eignet sich für Abhängigkeitsmodelle.（有向无环图不包含有向环，适合表示依赖关系模型。）
gerichteter Graph,有向图,In einem gerichteten Graphen besitzt jede Kante eine festgelegte Richtung.（有向图中的每条边都有确定方向。）
Gewicht,权重,"Ein Gewicht beschreibt Kosten, Länge oder Kapazität einer Kante.（权重表示边的成本、长度或容量。）"
gewichteter Graph,加权图,In einem gewichteten Graphen tragen Kanten zusätzliche Zahlenwerte.（加权图中的边带有额外数值。）
Graph,图,Ein Graph modelliert Objekte als Knoten und ihre Beziehungen als Kanten.（图把对象建模为节点，把关系建模为边。）
Graphfärbung,图着色,Graphfärbung wird beispielsweise zur konfliktfreien Zuordnung von Ressourcen verwendet.（图着色可用于无冲突地分配资源。）
Hamiltonkreis,哈密顿回路,Ein Hamiltonkreis besucht jeden Knoten genau einmal und kehrt zum Startknoten zurück.（哈密顿回路恰好访问每个节点一次并回到起点。）
inzident,关联的,"Eine Kante ist inzident zu einem Knoten, wenn sie an diesem Knoten endet.（若一条边以某节点为端点，则它与该节点关联。）"
Inzidenzmatrix,关联矩阵,"Eine Inzidenzmatrix beschreibt, welche Kanten mit welchen Knoten verbunden sind.（关联矩阵描述哪些边与哪些节点相连。）"
Kapazität,容量,Die Kapazität einer Kante begrenzt die maximal zulässige Flussmenge.（边的容量限制最大允许流量。）
Kapazitätsbeschränkung,容量约束,"Eine Kapazitätsbeschränkung verhindert, dass auf einer Kante mehr Fluss liegt als erlaubt.（容量约束防止边上的流超过允许值。）"
Kante,边,Eine Kante stellt in einem Netzwerk eine direkte Verbindung zwischen zwei Knoten dar.（边表示网络中两个节点之间的直接连接。）
Kantengewicht,边权,"Das Kantengewicht kann Fahrzeit, Kosten, Entfernung oder Verlust repräsentieren.（边权可表示行驶时间、成本、距离或损耗。）"
Kausalgraph,因果图,Ein Kausalgraph stellt vermutete Ursache-Wirkungs-Beziehungen als gerichtete Struktur dar.（因果图把假设的因果关系表示为有向结构。）
Knoten,节点,"Knoten repräsentieren in Netzwerken Akteure, Orte, Geräte oder Zustände.（节点在网络中表示行动者、地点、设备或状态。）"
Komponente,连通分量,Eine Komponente ist ein maximal zusammenhängender Teilgraph.（连通分量是最大的连通子图。）
Kreis,圈,Ein Kreis ist ein geschlossener Pfad ohne Wiederholung innerer Knoten.（圈是不重复内部节点的闭合路径。）
kürzester Pfad,最短路径,Der kürzeste Pfad minimiert die Summe der Kantengewichte zwischen Start und Ziel.（最短路径使起点到终点之间的边权总和最小。）
Matching,匹配,"Ein Matching ist eine Kantenauswahl, bei der kein Knoten mehr als einmal verwendet wird.（匹配是一组边，其中没有节点被使用超过一次。）"
maximaler Fluss,最大流,"Der maximale Fluss ist die größte Menge, die von der Quelle zur Senke transportiert werden kann.（最大流是从源点到汇点可传输的最大数量。）"
minimaler Spannbaum,最小生成树,Ein minimaler Spannbaum verbindet alle Knoten mit minimaler Gesamtsumme der Kantengewichte.（最小生成树以最小边权总和连接所有节点。）
Nachbarschaft,邻域,Die Nachbarschaft eines Knotens umfasst alle direkt angrenzenden Knoten.（一个节点的邻域包括所有直接相邻的节点。）
negative Kante,负权边,Negative Kanten erfordern bei kürzesten Wegen spezielle Algorithmen.（负权边会要求最短路径问题使用特殊算法。）
Netzwerkanalyse,网络分析,Netzwerkanalyse untersucht die Struktur von Verbindungen zwischen Einheiten.（网络分析研究单元之间连接关系的结构。）
Netzwerkfluss,网络流,"Netzwerkflussmodelle beschreiben Transport, Verkehr oder Datenübertragung auf Kanten.（网络流模型描述边上的运输、交通或数据传输。）"
perfektes Matching,完美匹配,Ein perfektes Matching deckt jeden Knoten des Graphen genau einmal ab.（完美匹配恰好覆盖图中的每个节点一次。）
Pfad,路径,Ein Pfad verbindet eine Folge von Knoten über aufeinanderfolgende Kanten.（路径通过连续的边连接一串节点。）
Planarität,平面性,"Planarität bedeutet, dass ein Graph ohne Kreuzungen in der Ebene gezeichnet werden kann.（平面性表示图可以在平面中无交叉绘制。）"
Restkapazität,剩余容量,"Die Restkapazität gibt an, wie viel zusätzlicher Fluss auf einer Kante noch möglich ist.（剩余容量表示一条边还能增加多少流量。）"
Restnetzwerk,残量网络,"Das Restnetzwerk zeigt, welche zusätzlichen Flussänderungen nach aktuellem Stand noch möglich sind.（残量网络显示当前流量状态下还可进行哪些额外调整。）"
Senke,汇点,"Die Senke ist der Zielknoten, in dem der Fluss eines Netzwerks endet.（汇点是网络流结束的目标节点。）"
Spannbaum,生成树,Ein Spannbaum enthält alle Knoten eines Graphen und verbindet sie ohne Zyklen.（生成树包含图中所有节点，并以无环方式连接它们。）
stark zusammenhängend,强连通的,"Ein gerichteter Graph ist stark zusammenhängend, wenn jeder Knoten jeden anderen erreichen kann.（若有向图中每个节点都可到达其他任一节点，则它是强连通的。）"
topologische Sortierung,拓扑排序,Eine topologische Sortierung ordnet die Knoten eines azyklischen Digraphen gemäß ihren Abhängigkeiten.（拓扑排序按依赖关系排列有向无环图的节点。）
ungerichteter Graph,无向图,In einem ungerichteten Graphen haben Kanten keine Richtung.（无向图中的边没有方向。）
Vermittlungszentralität,中介中心性,Vermittlungszentralität ist die deutsche Bezeichnung für Betweenness-Zentralität.（Vermittlungszentralität 是介数中心性的德语说法。）
Wurzelbaum,有根树,"Ein Wurzelbaum besitzt einen ausgezeichneten Startknoten, von dem die Hierarchie ausgeht.（有根树有一个指定的起始节点，层级结构从该节点展开。）"
Zusammenhangskomponente,连通分量,"Eine Zusammenhangskomponente fasst Knoten zusammen, die gegenseitig über Pfade verbunden sind.（连通分量把可通过路径互相连接的节点归为一组。）"
Zyklus,环,"Ein Zyklus ist eine geschlossene Kantenfolge, die zum Ausgangsknoten zurückkehrt.（环是一条回到起始节点的闭合边序列。）"
